date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:04:53	63/63	---M--	200	added ('OK')	font/woff2	etag:%2261cd4c35-3f%22	https://lordsociety.co/fonts/Satoshi-Black.woff2	C:/My%20Web%20Sites/idklmaorandomassniggascam/lordsociety.co/fonts/Satoshi-Black.woff2	(from https://lordsociety.co/fonts.css)
20:04:54	30376/30376	---M--	200	added ('OK')	font/woff	etag:%2261cd4c36-76a8%22	https://lordsociety.co/fonts/Satoshi-Black.woff	C:/My%20Web%20Sites/idklmaorandomassniggascam/lordsociety.co/fonts/Satoshi-Black.woff	(from https://lordsociety.co/fonts.css)
20:04:55	73176/73176	---M-Z	200	added ('OK')	application/x-font-ttf	etag:W/%2261cd4c36-11dd8%22	https://lordsociety.co/fonts/Satoshi-Black.ttf	C:/My%20Web%20Sites/idklmaorandomassniggascam/lordsociety.co/fonts/Satoshi-Black.ttf	(from https://lordsociety.co/fonts.css)
20:04:56	11145/11145	---M-Z	200	added ('OK')	text/html	date:Sat,%2001%20Jan%202022%2007:34:46%20GMT	https://lordsociety.co/	C:/My%20Web%20Sites/idklmaorandomassniggascam/lordsociety.co/index.html	(from https://lordsociety.co/3.html)
20:04:56	80574/80574	---M-Z	200	added ('OK')	text/css	etag:%22619f65c6-13abe%22	https://lordsociety.co/wp-includes/css/dist/block-library/style.min.css?ver=5.8.2	C:/My%20Web%20Sites/idklmaorandomassniggascam/lordsociety.co/wp-includes/css/dist/block-library/style.min080f.css	(from https://lordsociety.co/)
20:04:56	1641/1641	---M-Z	200	added ('OK')	application/rss+xml	etag:W/%2260cbe6136d02afb970dea077474281d8%22	https://lordsociety.co/comments/feed/	C:/My%20Web%20Sites/idklmaorandomassniggascam/lordsociety.co/comments/feed/index.html	(from https://lordsociety.co/)
20:04:56	1653/1653	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2260cbe6136d02afb970dea077474281d8%22	https://lordsociety.co/feed/	C:/My%20Web%20Sites/idklmaorandomassniggascam/lordsociety.co/feed/index.html	(from https://lordsociety.co/)
20:04:57	156153/156153	---M-Z	200	added ('OK')	text/css	etag:%22619f65c2-261f9%22	https://lordsociety.co/wp-content/themes/twentytwentyone/style.css?ver=1.4	C:/My%20Web%20Sites/idklmaorandomassniggascam/lordsociety.co/wp-content/themes/twentytwentyone/stylead05.css	(from https://lordsociety.co/)
20:04:57	2897/2897	---M-Z	200	added ('OK')	text/css	etag:%22619f65c2-b51%22	https://lordsociety.co/wp-content/themes/twentytwentyone/assets/css/print.css?ver=1.4	C:/My%20Web%20Sites/idklmaorandomassniggascam/lordsociety.co/wp-content/themes/twentytwentyone/assets/css/printad05.css	(from https://lordsociety.co/)
20:04:58	798/798	---MCZ	200	added ('OK')	text/xml	date:Sun,%2002%20Jan%202022%2001:05:19%20GMT	https://lordsociety.co/xmlrpc.php?rsd	C:/My%20Web%20Sites/idklmaorandomassniggascam/lordsociety.co/xmlrpc0db0.php	(from https://lordsociety.co/)
20:04:58	113990/113990	---MCZ	200	added ('OK')	application/json	date:Sun,%2002%20Jan%202022%2001:05:19%20GMT	https://lordsociety.co/wp-json/	C:/My%20Web%20Sites/idklmaorandomassniggascam/lordsociety.co/wp-json/index.html	(from https://lordsociety.co/)
